customer_id,age,income,total_purchases,total_spend,purchased,num_transactions,total_txn_amount,avg_product_price,income_missing,days_since_signup,days_since_last_purchase,signup_year,signup_month,customer_id_extracted,gender_label,city_Bangalore,city_Bhopal,city_Chandigarh,city_Chennai,city_Coimbatore,city_Delhi,city_Hyderabad,city_Indore,city_Jaipur,city_Kolkata,city_Lucknow,city_Mumbai,city_Nagpur,city_Patna,city_Pune,city_Surat,city_Vadodara,fav_category_Computer,fav_category_Electronics,fav_category_Mobile_Accessories,fav_category_Wearable,education_ord,satisfaction_ord,income_group_enc,purchase_per_day,spend_per_purchase,income_log,income_sqrt,income_recip,income_yeojohnson,income_boxcox,income_bin_eq_width,frequent_buyer
101,-0.6666666666666666,-0.15145925232812013,-0.3333333333333333,-0.6456441793627739,1,0.0,0.0,-600.0,0,0.8026030368763557,-0.8822314049586777,2022,3,101.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2.0,3.0,1,-0.18491776975531488,1.9369325438991194,10.714462212209277,212.1343913654738,2.222123461179503e-05,-0.24527108125775193,-0.2452708604755769,0,0
102,-0.16666666666666666,0.20499933164015505,0.3333333333333333,0.5900759191157536,1,0.0,0.0,200.0,0,1.314533622559653,-0.9607438016528925,2021,7,102.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,4.0,2,0.14401749453295845,1.7702277520365777,10.91512482718983,234.5229199886442,1.8181157048834587e-05,0.22316742243998275,0.22316673818924812,1,0
103,-0.4166666666666667,-0.04452167713763757,0.0,0.11643128650452741,1,0.0,0.0,200.0,0,0.14967462039045554,-0.9318181818181818,2023,1,103.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,2.0,1,0.0,0.0,10.778997955688663,219.09130516750318,2.0832465313945252e-05,-0.09495657431588364,-0.09495666464068893,0,0
104,0.25,0.38322862362429266,0.6666666666666666,-0.09000278129732063,1,0.0,0.0,-400.0,0,0.2928416485900217,-0.9359504132231405,2022,11,104.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,3.0,2,0.5156599552572706,-0.1350041717434747,11.002133173982028,244.95101551126504,1.6666111129629014e-05,0.4272601552374233,0.4272591768248602,1,0
105,0.6666666666666666,0.9179164995767054,1.3333333333333333,2.340645054956375,1,0.0,0.0,900.0,0,2.1540130151843817,-0.9442148760330579,2020,6,105.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,4.0,3,0.4227418615314076,1.7554837899006683,11.225270058829565,273.86310448835565,1.3332977787259006e-05,0.9533774661087174,0.9533762415256635,1,1
106,-0.8333333333333334,-0.25839682751860266,-0.6666666666666666,-0.7484491692161892,0,0.0,0.0,-600.0,0,-0.1279826464208243,-0.9648760330578512,2023,5,106.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,1.0,1,-0.591025641025641,1.1226737555082944,10.645472515179373,204.94145505485218,2.3808390076663017e-05,-0.4056025737289142,-0.4056020191870362,0,0
107,-0.25,0.026770039656017465,0.0,-0.21320395150241556,1,0.0,0.0,-200.0,0,0.43383947939262474,-0.9524793388429752,2022,9,107.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2.0,3.0,2,0.0,0.0,10.819818283610305,223.60903380677624,1.999920003199872e-05,0.00028777502226505237,0.0002874945785095781,1,0
108,0.08333333333333333,0.31193690683063763,0.3333333333333333,1.7231970497646198,1,0.0,0.0,1500.0,0,0.9761388286334056,-0.9566115702479339,2021,12,108.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,2.0,2,0.16867910720819612,5.169591133785086,10.96823277169266,240.83396770389348,1.724078480052412e-05,0.3476706952930187,0.3476698211943999,1,0
200,0.4166666666666667,-0.11356770485229248,-0.3333333333333333,0.37325422087621174,1,0.0,0.0,0.0,0,-0.45770065075921906,-0.7458677685950413,2023,10,200.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,1.0,1,-0.22867063492063494,-1.1197626659879234,10.737808721543033,214.625254804741,2.1708455443395203e-05,-0.19093047521990536,-0.19093036784449804,0,0
201,0.5833333333333334,-0.34091698970725837,-0.6666666666666666,-0.3254715329068677,1,0.0,0.0,0.0,0,-0.16052060737527116,0.29132231404958675,2023,6,201.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,3.0,1,-0.5744548286604361,0.4882073000926125,10.58877895713049,199.21345336096155,2.5197167838334972e-05,-0.5370823697188022,-0.5370815516277034,0,0
